"ID","MS.SubClass","Lot.Frontage","Lot.Area","Alley","Lot.Shape","Land.Contour","House.Style","Overall.Qual","Overall.Cond","Year.Built","Mas.Vnr.Area","Exter.Cond","BsmtFin.SF.2","Bsmt.Unf.SF","Total.Bsmt.SF","Heating.QC","X1st.Flr.SF","X2nd.Flr.SF","Low.Qual.Fin.SF","Gr.Liv.Area","Bsmt.Full.Bath","Bsmt.Half.Bath","Full.Bath","Half.Bath","Bedroom.AbvGr","Kitchen.Qual","Functional","Garage.Type","Garage.Cars","Garage.Cond","Paved.Drive","Wood.Deck.SF","Open.Porch.SF","Enclosed.Porch","X3Ssn.Porch","Screen.Porch","Misc.Feature","Misc.Val","Mo.Sold","Sale.Condition","SalePrice","is.miss.Lot.Frontage","is.miss.Mas.Vnr.Area"
2258,20,115,16905,"NA","Reg","Lvl","1Story",5,6,1959,0,"Gd",0,383,1350,"Gd",1328,0,0,1328,0,1,1,1,2,"TA","Typ","Attchd",1,"TA","P",0,104,0,0,0,"NA",0,7,"Normal",17,0,0
2259,20,149,19958,"NA","Reg","Lvl","1Story",6,8,1958,1224,"Gd",0,585,585,"Gd",2279,0,0,2279,0,0,2,1,4,"Gd","Typ","Attchd",2,"TA","Y",274,0,0,0,138,"NA",0,7,"Normal",25.7,0,0
2260,20,67,8368,"NA","IR1","HLS","1Story",7,5,2006,0,"TA",0,1689,1689,"Ex",1689,0,0,1689,0,0,2,0,3,"Gd","Typ","Attchd",2,"TA","Y",100,39,0,0,0,"NA",0,4,"Partial",23.1713,0,0
2262,20,64,9037,"NA","IR1","HLS","1Story",8,5,2006,32,"TA",0,1048,1476,"Ex",1484,0,0,1484,0,0,2,0,2,"Ex","Typ","Attchd",2,"TA","Y",120,33,0,0,0,"NA",0,12,"Normal",26.59,0,0
2263,20,89,10991,"NA","IR1","HLS","1Story",8,5,2007,80,"TA",0,1571,1571,"Ex",1571,0,0,1571,0,0,2,0,3,"Gd","Typ","Attchd",3,"TA","Y",100,36,0,0,0,"NA",0,12,"Partial",23.9,0,0
2264,20,67,10656,"NA","IR1","HLS","1Story",8,5,2006,274,"TA",0,1638,1638,"Ex",1646,0,0,1646,0,0,2,0,3,"Gd","Typ","Attchd",3,"TA","Y",192,80,0,0,0,"NA",0,11,"Partial",24.89,0,0
2265,20,42,10331,"NA","Reg","Lvl","1Story",7,7,1985,0,"TA",80,970,1265,"Gd",1240,0,0,1240,0,1,2,0,3,"Gd","Typ","Attchd",2,"TA","Y",232,0,0,0,0,"NA",0,7,"Normal",17.4,0,0
2266,50,44,13758,"NA","IR1","Lvl","1.5Fin",7,5,1990,117,"Gd",0,254,1156,"Ex",1187,530,0,1717,0,0,2,1,3,"Gd","Typ","Attchd",2,"TA","Y",168,36,0,0,0,"NA",0,4,"Normal",18.75,0,0
2267,60,0,9303,"NA","IR1","Lvl","2Story",6,5,1996,42,"TA",0,130,872,"Ex",888,868,0,1756,1,0,2,1,3,"TA","Typ","Attchd",2,"TA","Y",144,122,0,0,0,"NA",0,7,"Normal",20.4,1,0
2268,20,0,6718,"NA","IR1","Lvl","1Story",8,5,2001,86,"TA",0,1017,1267,"Ex",1312,0,0,1312,0,0,2,0,2,"Gd","Typ","Attchd",2,"TA","Y",256,28,0,0,0,"NA",0,1,"Normal",18.05,1,0
2269,80,73,9590,"NA","IR1","Lvl","SLvl",7,5,2003,442,"TA",0,82,868,"Ex",1146,0,0,1146,1,0,2,0,3,"Gd","Typ","Attchd",2,"TA","Y",160,22,0,0,0,"NA",0,5,"Normal",18.75,0,0
2270,20,80,11305,"NA","Reg","Lvl","1Story",8,5,2002,886,"TA",0,593,1922,"Ex",1922,0,0,1922,1,0,2,0,2,"Gd","Typ","Attchd",3,"TA","Y",201,64,0,0,0,"NA",0,4,"Normal",28.2,0,0
2272,20,85,14536,"NA","Reg","Lvl","1Story",8,5,2002,236,"TA",0,316,1616,"Ex",1629,0,0,1629,1,0,2,0,3,"Gd","Typ","Attchd",3,"TA","Y",0,252,0,0,0,"NA",0,11,"Normal",27,0,0
2273,60,0,11800,"NA","IR1","Lvl","2Story",7,5,2003,94,"TA",0,356,1122,"Ex",1146,1340,0,2486,1,0,3,1,5,"Gd","Typ","BuiltIn",2,"TA","Y",143,32,0,0,0,"NA",0,7,"Normal",27.99,1,0
2275,20,93,15306,"NA","IR1","HLS","1Story",8,5,2006,100,"TA",0,1652,1732,"Ex",1776,0,0,1776,1,0,2,0,3,"Gd","Typ","Attchd",3,"TA","Y",0,0,0,0,0,"NA",0,5,"Partial",28.3463,0,0
2276,20,85,12633,"NA","IR1","HLS","1Story",10,5,2006,242,"TA",0,1824,1824,"Ex",1824,0,0,1824,0,0,2,0,3,"Ex","Typ","Attchd",3,"TA","Y",160,36,0,0,108,"NA",0,9,"Partial",39.2,0,0
2279,20,200,43500,"NA","Reg","Lvl","1Story",3,5,1953,0,"TA",0,0,0,"Ex",2034,0,0,2034,0,0,1,0,2,"TA","Min1","2Types",4,"TA","N",483,266,0,0,0,"NA",0,6,"Normal",13,0,0
2280,120,62,6710,"NA","IR1","Lvl","SFoyer",6,5,1996,134,"TA",904,0,920,"Ex",936,0,0,936,2,0,0,1,0,"TA","Typ","Attchd",2,"TA","Y",0,40,0,0,0,"NA",0,6,"Normal",14,0,0
2281,20,94,25286,"NA","Reg","HLS","1Story",4,5,1963,0,"TA",0,431,1064,"Gd",1040,0,0,1040,1,0,1,0,3,"TA","Typ","Attchd",2,"TA","Y",0,0,0,0,0,"NA",0,1,"Normal",13.225,0,0
2282,90,100,25000,"NA","Reg","Low","1Story",5,4,1967,0,"TA",0,1632,1632,"TA",1632,0,0,1632,0,0,2,0,4,"TA","Typ","Attchd",2,"TA","P",0,0,0,0,0,"NA",0,6,"Normal",14.3,0,0
2283,190,0,32463,"NA","Reg","Low","1Story",4,4,1961,149,"Gd",0,90,1249,"Ex",1622,0,0,1622,1,0,1,0,3,"TA","Typ","2Types",4,"TA","Y",439,0,0,0,0,"NA",0,3,"Normal",16.8,1,0
2285,120,44,4224,"NA","Reg","Lvl","1Story",5,5,1976,0,"TA",0,268,1142,"TA",1142,0,0,1142,1,0,1,1,3,"TA","Typ","Attchd",2,"TA","Y",536,90,0,0,0,"NA",0,8,"Normal",13.4,0,0
2286,160,21,1504,"NA","Reg","Lvl","2Story",4,4,1972,0,"TA",0,294,546,"TA",546,546,0,1092,0,0,1,1,3,"TA","Typ","Attchd",1,"TA","Y",0,0,0,0,0,"NA",0,5,"Normal",8.55,0,0
2288,160,21,1495,"NA","Reg","Lvl","2Story",4,6,1970,189,"TA",0,162,546,"Ex",546,546,0,1092,0,0,1,1,3,"TA","Typ","NA",0,"NA","Y",0,64,0,0,0,"NA",0,5,"Normal",9.39,0,0
2289,160,21,2001,"NA","Reg","Lvl","2Story",4,5,1970,80,"TA",0,546,546,"Fa",546,546,0,1092,0,0,1,1,3,"TA","Typ","Attchd",1,"TA","Y",0,0,0,0,0,"NA",0,1,"Normal",7.5,0,0
2290,180,21,1936,"NA","Reg","Lvl","SFoyer",4,6,1970,0,"TA",499,0,630,"Gd",630,0,0,630,1,0,1,0,1,"TA","Typ","NA",0,"NA","Y",0,0,0,0,0,"NA",0,12,"Normal",8.45,0,0
2292,80,0,11333,"NA","IR1","Lvl","SLvl",6,5,1976,0,"TA",0,490,1029,"TA",1062,0,0,1062,1,0,1,0,3,"TA","Typ","Attchd",2,"TA","Y",120,0,0,0,0,"NA",0,5,"Normal",14.68,1,0
2294,80,0,15957,"NA","IR1","Low","SLvl",6,6,1977,0,"TA",0,96,1244,"TA",1356,0,0,1356,2,0,2,0,3,"TA","Typ","Attchd",2,"TA","Y",1424,0,0,0,0,"NA",0,9,"Normal",18.8,1,0
2298,85,54,7244,"NA","Reg","Lvl","SFoyer",5,7,1970,0,"Gd",0,149,768,"Ex",768,0,0,768,1,0,1,0,2,"TA","Typ","Detchd",2,"TA","Y",104,0,0,0,0,"NA",0,4,"Normal",12.95,0,0
2302,20,76,8314,"NA","Reg","Lvl","1Story",5,7,1982,0,"TA",0,270,816,"TA",816,0,0,816,0,0,1,0,2,"TA","Typ","Attchd",1,"TA","Y",168,0,0,0,0,"NA",0,6,"Normal",12.45,0,0
2303,20,65,11625,"NA","IR1","Lvl","1Story",5,7,1983,0,"TA",0,220,816,"TA",816,0,0,816,1,0,1,0,2,"TA","Typ","Attchd",1,"TA","Y",330,0,0,0,0,"NA",0,5,"Normal",13.9,0,0
2304,20,63,10712,"NA","Reg","Lvl","1Story",5,5,1991,0,"TA",0,762,974,"TA",974,0,0,974,0,0,1,0,3,"TA","Typ","NA",0,"NA","Y",0,28,0,0,0,"NA",0,9,"Abnorml",9.35,0,0
2305,20,62,10447,"NA","Reg","Lvl","1Story",5,6,1984,0,"TA",0,348,864,"TA",887,0,0,887,0,1,1,0,3,"TA","Typ","Attchd",1,"TA","Y",140,0,0,0,0,"NA",0,12,"Normal",12.45,0,0
2306,20,0,11027,"NA","IR1","Lvl","1Story",6,5,1954,28,"TA",539,171,1178,"Gd",1293,0,0,1293,1,0,2,0,2,"TA","Typ","Attchd",2,"TA","Y",280,0,0,0,0,"NA",0,5,"Normal",14.99,1,0
2308,20,0,11765,"NA","IR1","Lvl","1Story",5,5,1957,302,"TA",0,490,1617,"Fa",1797,0,0,1797,0,0,1,1,3,"TA","Typ","Attchd",3,"TA","Y",0,0,0,0,0,"NA",0,6,"Normal",16.9,1,0
2309,20,0,39384,"NA","IR1","Low","1Story",6,6,1957,902,"TA",0,595,1705,"Ex",1390,0,0,1390,1,0,1,1,1,"Ex","Min1","Attchd",2,"TA","Y",0,189,0,0,0,"NA",0,10,"Abnorml",25.2,1,0
2310,20,90,11727,"NA","Reg","Lvl","1Story",7,6,1969,434,"Gd",0,1851,1851,"Gd",1851,0,0,1851,0,0,2,0,3,"TA","Typ","Attchd",2,"TA","Y",0,146,0,0,0,"NA",0,3,"Normal",19.21,0,0
2312,60,0,13006,"NA","IR1","Lvl","2Story",7,5,1997,285,"TA",0,964,964,"Gd",993,1243,0,2236,0,0,2,1,4,"Gd","Typ","BuiltIn",2,"TA","Y",0,0,0,0,0,"NA",0,11,"Normal",22.2,1,0
2313,60,0,13041,"NA","IR2","Lvl","2Story",6,5,1995,0,"TA",0,781,781,"Gd",781,890,0,1671,0,0,2,1,3,"TA","Typ","Attchd",2,"TA","Y",0,84,0,0,0,"NA",0,2,"Normal",17,1,0
2314,60,0,13031,"NA","IR2","Lvl","2Story",6,5,1995,0,"TA",0,99,691,"Gd",691,807,0,1498,0,0,2,1,3,"TA","Typ","Attchd",2,"TA","Y",315,44,0,0,0,"NA",0,7,"Normal",18.75,1,0
2315,60,54,9783,"NA","IR1","Lvl","2Story",6,5,1996,0,"TA",0,821,821,"Gd",821,955,0,1776,0,0,2,1,3,"TA","Typ","BuiltIn",2,"TA","Y",286,116,0,0,0,"NA",0,5,"Normal",20.2,0,0
2317,60,134,19378,"NA","IR1","HLS","2Story",7,5,2005,456,"TA",0,1335,1392,"Ex",1392,1070,0,2462,1,0,2,1,4,"Gd","Typ","Attchd",2,"TA","Y",239,132,0,168,0,"NA",0,3,"Partial",32,0,0
2318,20,50,14859,"NA","IR1","HLS","1Story",7,5,2006,27,"TA",0,1670,1670,"Ex",1670,0,0,1670,0,0,2,0,3,"Gd","Typ","Attchd",3,"TA","Y",144,60,0,0,0,"NA",0,8,"Partial",24,0,0
2319,60,50,13128,"NA","IR1","HLS","2Story",8,5,2005,216,"TA",0,1074,1074,"Ex",1074,990,0,2064,0,0,2,1,4,"Gd","Typ","Attchd",2,"TA","Y",0,119,0,0,0,"NA",0,1,"Normal",25,0,0
2321,60,42,13751,"NA","IR1","HLS","2Story",7,5,2005,248,"TA",0,1640,1700,"Ex",1700,512,0,2212,1,0,2,1,3,"Gd","Typ","Attchd",3,"TA","Y",237,38,0,0,115,"NA",0,5,"Partial",30.9,0,0
2322,60,168,23257,"NA","IR3","HLS","2Story",7,5,2006,0,"TA",0,868,868,"Ex",887,1134,0,2021,0,0,2,1,3,"Gd","Typ","BuiltIn",2,"TA","Y",0,100,0,0,0,"NA",0,9,"Partial",27.4725,0,0
2326,60,63,9084,"NA","IR1","Lvl","2Story",7,5,1998,0,"TA",0,935,935,"Gd",955,677,0,1632,0,0,2,1,3,"TA","Typ","Attchd",2,"TA","Y",0,28,0,0,0,"NA",0,6,"Normal",17.65,0,0
2328,160,44,5306,"NA","IR1","Lvl","2Story",7,7,1987,0,"Gd",215,354,1064,"Gd",1064,703,0,1767,1,0,2,0,2,"Gd","Typ","Attchd",2,"TA","Y",441,35,0,0,0,"NA",0,6,"Normal",23.9,0,0
2329,120,0,6563,"NA","IR1","Low","1Story",8,5,1985,0,"TA",0,594,1742,"TA",1742,0,0,1742,1,0,2,0,2,"Gd","Typ","Attchd",2,"TA","Y",114,28,234,0,0,"NA",0,12,"Normal",27.5,1,0
2330,60,59,16023,"NA","IR1","HLS","2Story",9,5,2005,600,"Ex",0,180,1398,"Ex",1414,1384,0,2798,1,0,3,1,3,"Ex","Typ","BuiltIn",3,"TA","Y",182,37,0,0,0,"NA",0,3,"Partial",45.7347,0,0
2331,60,60,18062,"NA","IR1","HLS","2Story",10,5,2006,662,"TA",0,1528,1528,"Ex",1528,1862,0,3390,0,0,3,1,5,"Ex","Typ","BuiltIn",3,"TA","Y",204,34,0,0,0,"NA",0,9,"Partial",54.5224,0,0
2332,60,63,12292,"NA","IR1","HLS","2Story",9,5,2006,184,"TA",0,889,1094,"Ex",1102,1371,0,2473,0,0,2,1,4,"Gd","Typ","BuiltIn",3,"TA","Y",246,39,0,0,0,"NA",0,7,"Partial",35.6383,0,0
2333,60,85,16056,"NA","IR1","Lvl","2Story",9,5,2005,208,"TA",0,1752,1992,"Ex",1992,876,0,2868,0,0,3,1,4,"Ex","Typ","BuiltIn",3,"TA","Y",214,108,0,0,0,"NA",0,7,"Partial",55.6581,0,0
2334,60,82,12438,"NA","IR1","Lvl","2Story",8,5,2006,466,"TA",0,1234,1234,"Ex",1264,1312,0,2576,0,0,2,1,4,"Ex","Typ","BuiltIn",3,"TA","Y",324,100,0,0,0,"NA",0,7,"Partial",36.1919,0,0
2335,60,82,16052,"NA","IR1","Lvl","2Story",10,5,2006,734,"TA",0,644,1850,"Ex",1850,848,0,2698,1,0,2,1,4,"Ex","Typ","Attchd",3,"TA","Y",250,0,0,0,0,"NA",0,7,"Partial",53.5,0,0
2336,60,92,15922,"NA","IR1","HLS","2Story",9,5,2005,550,"TA",0,1390,1390,"Ex",1390,1405,0,2795,0,0,3,1,4,"Ex","Typ","BuiltIn",3,"TA","Y",272,102,0,0,0,"NA",0,1,"Partial",40.1179,0,0
2337,60,66,13682,"NA","IR2","HLS","2Story",10,5,2006,1031,"TA",0,1410,1410,"Ex",1426,1519,0,2945,0,0,3,1,3,"Gd","Typ","BuiltIn",3,"TA","Y",192,0,37,0,0,"NA",0,10,"Partial",43.878,0,0
2339,190,100,34650,"NA","Reg","Bnk","1Story",5,5,1955,0,"TA",0,0,1056,"TA",1056,0,0,1056,1,0,1,0,3,"TA","Typ","Attchd",2,"TA","Y",264,0,0,0,0,"NA",0,1,"Normal",14.5,0,0
2340,120,60,8147,"NA","Reg","HLS","1Story",9,5,2005,230,"TA",0,523,1714,"Ex",1714,0,0,1714,1,0,2,0,2,"Gd","Typ","Attchd",2,"TA","Y",156,55,0,0,0,"NA",0,8,"Normal",31.8,0,0
2341,20,69,11302,"NA","IR1","Lvl","1Story",8,5,2005,238,"TA",0,392,1814,"Ex",1826,0,0,1826,1,0,2,0,3,"Gd","Typ","Attchd",3,"TA","Y",180,75,0,0,120,"NA",0,8,"Partial",31.9,0,0
2342,20,90,18261,"NA","IR1","HLS","1Story",9,5,2005,420,"TA",0,494,1910,"Ex",2000,0,0,2000,1,0,2,1,3,"Ex","Typ","Attchd",3,"TA","Y",351,102,0,0,123,"NA",0,9,"Normal",47,0,0
2343,20,91,14145,"NA","Reg","Lvl","1Story",7,7,1984,0,"TA",0,995,1208,"Ex",1621,0,0,1621,1,0,2,0,3,"Gd","Typ","Attchd",2,"TA","Y",108,45,0,0,0,"Shed",400,5,"Normal",20.25,0,0
2345,60,0,16659,"NA","IR1","Lvl","2Story",7,7,1977,34,"TA",0,0,795,"Fa",1468,795,0,2263,1,0,2,1,3,"Gd","Typ","Attchd",2,"TA","Y",0,250,0,0,0,"NA",0,3,"Normal",23.5,1,0
2346,60,0,18800,"NA","IR1","Lvl","2Story",6,5,1976,120,"TA",0,84,796,"TA",790,784,0,1574,1,0,2,1,3,"TA","Typ","Attchd",2,"TA","Y",306,111,0,0,0,"NA",0,7,"Normal",19,1,0
2347,85,0,10464,"NA","IR1","Lvl","SFoyer",6,6,1980,130,"TA",0,138,988,"TA",1102,0,0,1102,1,0,1,0,2,"TA","Typ","Attchd",2,"TA","Y",140,22,0,0,0,"NA",0,6,"Normal",16.9,1,0
2348,20,80,10400,"NA","Reg","Lvl","1Story",7,5,1988,102,"TA",0,916,1845,"Gd",1872,0,0,1872,0,1,2,0,3,"TA","Typ","Attchd",2,"TA","Y",197,39,0,0,0,"NA",0,6,"Normal",24.15,0,0
2349,60,81,10530,"NA","Reg","Lvl","2Story",7,5,1978,68,"TA",0,945,945,"TA",945,912,0,1857,0,0,2,1,4,"TA","Typ","Attchd",2,"TA","Y",400,105,0,0,0,"NA",0,7,"Normal",18.89,0,0
2351,60,80,16692,"NA","IR1","Lvl","2Story",7,5,1978,184,"TA",469,133,1392,"TA",1392,1392,0,2784,1,0,3,1,5,"Gd","Typ","Attchd",2,"TA","Y",0,112,0,0,440,"TenC",2000,7,"Normal",25,0,0
2353,85,0,9927,"NA","IR1","Lvl","SFoyer",7,5,1976,252,"TA",0,42,1047,"TA",1083,0,0,1083,1,0,1,0,2,"TA","Typ","Attchd",2,"TA","Y",444,0,40,0,0,"NA",0,7,"Normal",17.2,1,0
2354,60,75,9512,"NA","IR1","Lvl","2Story",7,5,2005,0,"TA",0,172,960,"Ex",960,1358,0,2318,1,0,2,1,3,"Gd","Typ","BuiltIn",2,"TA","Y",0,246,0,0,0,"NA",0,6,"Partial",29.4323,0,0
2355,80,81,10530,"NA","Reg","Lvl","SLvl",6,6,1975,248,"TA",0,127,675,"TA",1109,766,0,1875,0,0,3,0,3,"Gd","Typ","Attchd",2,"TA","Y",48,28,0,0,0,"NA",0,6,"Normal",18.45,0,0
2356,20,78,10140,"NA","Reg","Lvl","1Story",5,6,1975,0,"TA",0,268,1056,"Ex",1074,0,0,1074,1,0,1,1,3,"TA","Typ","Attchd",2,"TA","Y",0,88,0,0,0,"NA",0,7,"Normal",15.35,0,0
2357,60,78,10140,"NA","Reg","Lvl","2Story",7,5,1976,0,"TA",0,638,832,"TA",832,832,0,1664,0,0,2,1,4,"TA","Typ","Attchd",2,"TA","Y",0,28,0,0,259,"NA",0,3,"Normal",16.29,0,0
2358,20,78,10140,"NA","Reg","Lvl","1Story",6,6,1974,99,"TA",377,0,1040,"Fa",1309,0,0,1309,1,0,1,1,3,"Gd","Typ","Attchd",2,"TA","Y",265,0,0,0,0,"NA",0,1,"Normal",18.1,0,0
2359,20,80,10000,"NA","Reg","Lvl","1Story",6,6,1974,176,"TA",0,348,1103,"TA",1103,0,0,1103,0,0,2,0,3,"TA","Typ","Attchd",2,"TA","Y",295,84,0,0,0,"NA",0,6,"Normal",15.5,0,0
2360,20,0,15870,"NA","IR1","Lvl","1Story",5,5,1969,0,"TA",791,230,1096,"Ex",1096,0,0,1096,1,0,1,0,3,"TA","Typ","Attchd",1,"TA","Y",240,32,0,0,0,"NA",0,3,"Abnorml",13.88,1,0
2362,20,0,8125,"NA","IR1","Lvl","1Story",4,4,1971,0,"TA",0,244,858,"TA",858,0,0,858,0,0,1,0,3,"TA","Typ","NA",0,"NA","Y",0,0,0,0,0,"NA",0,6,"Normal",8.8,1,0
2363,20,60,7200,"NA","Reg","Lvl","1Story",4,4,1971,0,"TA",620,224,864,"TA",874,0,0,874,0,1,1,0,3,"TA","Typ","Detchd",2,"TA","Y",63,0,0,0,0,"NA",0,3,"Normal",9.75,0,0
2366,160,24,2160,"NA","Reg","Lvl","2Story",5,6,1973,200,"TA",0,363,765,"Gd",765,600,0,1365,0,0,1,1,3,"Gd","Min1","Attchd",2,"TA","Y",0,36,0,0,0,"NA",0,6,"Normal",12.55,0,0
2369,160,21,1680,"NA","Reg","Lvl","2Story",6,5,1971,236,"TA",0,672,672,"TA",672,546,0,1218,0,0,1,1,3,"TA","Typ","NA",0,"NA","N",201,0,0,0,0,"NA",0,4,"Abnorml",9.15,0,0
2371,160,21,1680,"NA","Reg","Lvl","2Story",6,5,1972,504,"TA",0,207,483,"TA",483,465,0,948,0,0,1,1,2,"TA","Typ","Detchd",1,"TA","Y",0,0,0,0,0,"NA",0,7,"Normal",8.9,0,0
2372,160,21,1680,"NA","Reg","Lvl","2Story",6,5,1972,504,"TA",0,143,525,"Gd",525,567,0,1092,0,0,1,1,3,"TA","Typ","Detchd",1,"TA","Y",352,0,0,0,0,"NA",0,10,"Normal",10.8,0,0
2373,160,21,1680,"NA","Reg","Lvl","2Story",6,5,1972,297,"TA",0,483,483,"TA",483,504,0,987,0,0,1,1,2,"TA","Typ","Attchd",1,"TA","Y",0,0,0,0,0,"NA",0,6,"Normal",9.45,0,0
2374,120,53,4043,"NA","Reg","Lvl","1Story",6,5,1975,0,"TA",156,186,1069,"Gd",1069,0,0,1069,0,1,2,0,2,"TA","Typ","Attchd",2,"TA","Y",0,55,0,0,225,"NA",0,7,"Normal",14.63,0,0
2375,20,65,7514,"NA","Reg","Lvl","1Story",5,7,1967,0,"TA",108,462,943,"TA",1387,0,0,1387,1,0,1,0,3,"TA","Typ","Attchd",1,"TA","Y",0,0,240,0,0,"NA",0,9,"Normal",14.5,0,0
2378,160,24,2179,"NA","Reg","Lvl","2Story",6,5,1976,0,"TA",0,785,855,"Gd",855,601,0,1456,0,0,2,1,3,"TA","Typ","Attchd",2,"TA","Y",0,28,0,0,0,"NA",0,7,"Normal",14.4,0,0
2379,20,129,16737,"NA","Reg","Lvl","1Story",9,5,2004,66,"TA",0,533,1980,"Ex",1980,0,0,1980,1,0,2,0,3,"Ex","Typ","Attchd",3,"TA","Y",194,45,0,0,0,"NA",0,9,"Normal",31.5,0,0
2380,60,72,16387,"NA","IR1","Lvl","2Story",9,5,2006,215,"TA",0,369,1738,"Gd",1738,851,0,2589,1,0,2,1,4,"Ex","Typ","Attchd",3,"TA","Y",0,0,0,0,0,"NA",0,8,"Partial",41.2083,0,0
2381,60,111,16259,"NA","Reg","Lvl","2Story",9,5,2006,370,"TA",0,1249,1249,"Ex",1249,1347,0,2596,0,0,3,1,4,"Gd","Typ","Attchd",3,"TA","Y",240,154,0,0,0,"NA",0,9,"Partial",34.2643,0,0
2382,20,110,16163,"NA","Reg","Lvl","1Story",8,5,2004,232,"TA",0,1618,1618,"Ex",1618,0,0,1618,0,0,2,0,2,"Gd","Typ","Attchd",3,"TA","Y",0,0,0,0,0,"NA",0,7,"Normal",25.2,0,0
2383,20,107,13891,"NA","Reg","Lvl","1Story",10,5,2006,0,"TA",0,690,2076,"Ex",2076,0,0,2076,1,0,2,1,2,"Ex","Typ","Attchd",3,"TA","Y",216,229,0,0,0,"NA",0,9,"Partial",46.5,0,1
2385,20,120,14780,"NA","IR1","HLS","1Story",9,5,2005,568,"TA",0,363,1868,"Ex",1868,0,0,1868,1,0,2,0,2,"Ex","Typ","Attchd",3,"TA","Y",354,56,0,0,156,"NA",0,6,"Normal",41.5,0,0
2386,20,98,16033,"NA","IR1","Lvl","1Story",9,5,2004,378,"TA",0,572,1833,"Ex",1850,0,0,1850,1,0,2,0,3,"Gd","Typ","Attchd",3,"TA","Y",519,112,0,0,0,"NA",0,3,"Normal",32.6,0,0
2388,60,108,13418,"NA","Reg","Lvl","2Story",8,5,2004,132,"TA",0,1117,1117,"Ex",1132,1320,0,2452,0,0,3,1,4,"Gd","Typ","BuiltIn",3,"TA","Y",113,32,0,0,0,"NA",0,9,"Normal",30.9,0,0
2389,60,120,13975,"NA","IR1","Lvl","2Story",9,5,2005,525,"TA",0,1090,1090,"Ex",1117,1089,0,2206,0,0,2,1,4,"Ex","Typ","BuiltIn",3,"TA","Y",148,95,0,0,0,"NA",0,8,"Partial",30,0,0
2390,60,80,10240,"NA","Reg","Lvl","2Story",8,5,2005,178,"TA",0,1030,1030,"Gd",1038,1060,0,2098,0,0,2,1,3,"Ex","Typ","Attchd",3,"TA","Y",192,52,0,0,0,"NA",0,3,"Normal",27.55,0,0
2391,60,82,9942,"NA","IR1","Lvl","2Story",9,5,2005,385,"TA",0,316,1606,"Ex",1625,466,0,2091,1,0,2,1,3,"Ex","Typ","Attchd",2,"TA","Y",194,84,0,0,0,"NA",0,5,"Partial",33.85,0,0
2393,60,103,12867,"NA","IR1","Lvl","2Story",8,5,2005,0,"TA",0,1209,1209,"Ex",1209,1044,0,2253,0,0,2,1,3,"Ex","Typ","Attchd",2,"TA","Y",243,142,0,0,0,"NA",0,7,"Partial",34.4133,0,1
2394,60,82,10672,"NA","IR1","Lvl","2Story",8,5,2006,0,"TA",0,1054,1054,"Gd",1054,1335,0,2389,0,0,2,1,4,"Gd","Typ","BuiltIn",3,"TA","Y",176,64,0,0,0,"NA",0,11,"Partial",29.8236,0,0
2395,60,82,11643,"NA","IR1","Lvl","2Story",8,5,2005,142,"TA",0,644,1524,"Ex",1544,814,0,2358,1,0,2,1,4,"Ex","Typ","BuiltIn",3,"TA","Y",120,34,0,0,0,"NA",0,8,"Partial",32.99,0,0
2397,60,86,11065,"NA","IR1","Lvl","2Story",8,5,2006,788,"TA",0,1085,1085,"Ex",1120,850,0,1970,0,0,2,1,3,"Ex","Typ","BuiltIn",3,"TA","Y",177,74,0,0,0,"NA",0,10,"Partial",28.1,0,0
2399,20,131,14828,"NA","IR1","Lvl","1Story",9,5,2004,674,"TA",0,397,1780,"Ex",1780,0,0,1780,1,0,2,0,2,"Ex","Typ","Attchd",3,"TA","Y",144,68,0,0,0,"NA",0,8,"Normal",37.8,0,0
2400,20,72,11846,"NA","IR1","HLS","1Story",9,5,2003,562,"TA",0,225,1792,"Ex",1792,0,0,1792,1,0,2,0,2,"Ex","Typ","Attchd",3,"TA","Y",206,49,0,0,0,"NA",0,8,"Normal",37.4,0,0
2402,60,74,10927,"NA","Reg","Lvl","2Story",8,5,2005,280,"TA",0,512,1058,"Ex",1058,846,0,1904,1,0,2,1,3,"Ex","Typ","BuiltIn",2,"TA","Y",179,60,0,0,0,"NA",0,6,"Normal",27.5,0,0
2404,120,43,7052,"NA","IR1","Lvl","1Story",7,5,2005,240,"TA",0,705,1364,"Ex",1364,0,0,1364,1,0,2,0,2,"Gd","Typ","Attchd",2,"TA","Y",192,36,0,0,0,"NA",0,6,"Normal",18.585,0,0
2407,120,40,6792,"NA","IR1","Lvl","1Story",7,5,2005,94,"TA",0,1368,1368,"Ex",1368,0,0,1368,0,0,2,0,2,"Gd","Typ","Attchd",2,"TA","Y",132,35,0,0,0,"NA",0,3,"Partial",20.2665,0,0
2408,20,61,7740,"NA","Reg","Lvl","1Story",9,5,2006,518,"TA",0,663,1686,"Ex",1686,0,0,1686,1,0,2,0,1,"Ex","Typ","Attchd",3,"TA","Y",266,100,0,0,0,"NA",0,6,"Partial",33.22,0,0
2409,120,48,6373,"NA","Reg","Lvl","1Story",9,5,2006,572,"TA",0,1251,1666,"Ex",1666,0,0,1666,1,0,2,0,2,"Gd","Typ","Attchd",2,"TA","Y",228,75,0,0,0,"NA",0,6,"Partial",31.009,0,0
